DIVISION,DISTRICT,INSTITUTE_NAME,TYP_ID,MANAGEMENT,TYP,EDU_LEVEL,STUD_TYP,MPO,AREA,GEOGRPY,SECURITY_GUARD,HAVING_COMP_LAB,HAVING_ELECTRICITY,HAVING_SOLAR_PANEL,NUMBER_OF_MULTIMEDIA,TOTAL_COMPUTER,CC_CAMERA_NUM,INTERNET_YN,COMP_LAB_DAILY_USE_HR,TOTAL_LAB_COMPUTER,SSC_TOT_APP,SSC_TOT_PASS,CLASS_ROOM,CLASS_ROOM_MULTIMEDIA,PACKA,TOT_STU,FEM_STU,TOT_TEACHER,FEM_TEACHER,CAPEX,OPEX
Chattogram,Cumilla,RAMKRISHNA PUR K.K.R HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,13,NO,YES,1,17,94,67,15,YES,4,652,,8,0,2280000,2886500
Chattogram,Cumilla,AGARAGRAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,10,NO,YES,2,9,40,40,6,YES,0,381,240,11,2,1200000,3965000
Dhaka,Dhaka,ZAZIRA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,YES,4,17,115,101,10,YES,2,730,376,18,1,1060000,6480500
Dhaka,Dhaka,JYOTI VIDYA NIKETON,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,10,NO,YES,6,8,65,57,5,NO,0,375,177,10,5,1100000,3605000
Dhaka,Dhaka,JYOTI VIDYA NIKETON,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,10,NO,YES,6,8,65,57,5,NO,0,375,177,10,5,1100000,3605000
Chattogram,Cumilla,SHAKERA R.A HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,13,NO,YES,4,11,105,101,11,YES,1,795,480,14,0,1880000,5046500
Chattogram,Cumilla,HATIMARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,2,52,33,7,YES,2,422,256,10,2,820000,3601000
Chattogram,Cumilla,HATIMARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,2,52,33,7,YES,2,422,256,10,2,820000,3601000
Dhaka,Dhaka,ISLAMIA BOHUMUKHI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,13,NO,YES,0,11,100,80,17,YES,34,492,246,26,11,2480000,9366500
Chattogram,Cumilla,SHILMURI R.R. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,1,YES,YES,3,18,74,71,10,NO,4,691,412,10,3,1060000,3600500
Chattogram,Cumilla,JURANPUR KARIMUNNESA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,YES,YES,1,15,136,109,16,YES,12,912,490,14,3,1720000,5041000
Chattogram,Cumilla,JURANPUR KARIMUNNESA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,YES,YES,1,15,136,109,16,YES,12,912,490,14,3,1720000,5041000
Chattogram,Cumilla,KOLOMIA   GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,NO, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,17,15,8,YES,0,214,214,12,6,920000,4321000
Dhaka,Dhaka,KINGSHUK PARTICIPATORY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,15,YES,YES,3,5,40,37,20,YES,1,382,157,25,14,2900000,9007500
Dhaka,Dhaka,KINGSHUK PARTICIPATORY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,15,YES,YES,3,5,40,37,20,YES,1,382,157,25,14,2900000,9007500
Chattogram,Cumilla,BHARASAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,YES,YES,1,16,222,172,14,YES,3,"1,133",621,15,5,1460000,5400500
Dhaka,Dhaka,SHAKTA GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,9,57,NO,YES,0,49,102,74,10,YES,3,816,451,15,3,4420000,5428500
Chattogram,Cumilla,MAJIGACHA AKTERUZZAMAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,3,YES,YES,0,0,58,43,8,YES,2,389,253,15,3,980000,5401500
Dhaka,Dhaka,RUPNAGAR ADARSHO HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,2,NO,YES,0,2,169,113,8,YES,3,678,371,16,11,920000,5761000
Dhaka,Dhaka,ADRSHA BIDYA NIKETON MANIKDI,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,4,NO,YES,3,25,217,208,24,YES,5,"3,630","1,807",45,27,2640000,16202000
Chattogram,Cumilla,BARHATUA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,0,NO,YES,0,0,69,61,8,YES,2,454,254,12,2,800000,4320000
Chattogram,Cumilla,BARURA GOVT GIRLS HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,No,YES,YES,1,6,NO,YES,2,0,76,75,10,YES,3,515,515,8,2,1360000,2883000
Chattogram,Cumilla,BARURA GOVT GIRLS HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,No,YES,YES,1,6,NO,YES,2,0,76,75,10,YES,3,515,515,8,2,1360000,2883000
Dhaka,Dhaka,ROWILE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,2,NO,NO,6,11,136,89,12,YES,1,777,309,13,1,1320000,4681000
Chattogram,Cumilla,MURAD NAGAR NOURUNNAHAR GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,3,17,204,146,20,YES,5,"1,482","1,482",17,7,2120000,6121000
Dhaka,Dhaka,UTTARKHAN COLLEGIATE SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,0,0,361,269,16,YES,0,"1,288",629,26,7,1600000,9360000
Dhaka,Dhaka,UTTARKHAN COLLEGIATE SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,0,0,361,269,16,YES,0,"1,288",629,26,7,1600000,9360000
Chattogram,Cumilla,MASHIKARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,5,NO,YES,0,5,138,108,9,YES,3,720,408,16,3,1200000,5762500
Dhaka,Dhaka,RAMNA RAIL WAY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,NO,No,YES,YES,1,1,YES,NO,0,0,77,68,10,NO,1,300,158,11,4,1060000,3960500
Dhaka,Dhaka,ROWSHAN ARA GIRLSA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,Yes,YES,YES,5,0,NO,YES,4,24,122,117,19,YES,2,854,854,21,6,1900000,7560000
Dhaka,Dhaka,KAMALAPUR SHER-E-BANGLA RAILWAY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,22,YES,YES,2,21,213,151,24,NO,0,894,428,16,5,3720000,5771000
Dhaka,Dhaka,KAMALAPUR SHER-E-BANGLA RAILWAY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,22,YES,YES,2,21,213,151,24,NO,0,894,428,16,5,3720000,5771000
Dhaka,Dhaka,NALONDA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,NO,NO,1,0,NO,YES,0,0,23,22,5,NO,1,682,285,31,26,500000,11160000
Chattogram,Cumilla,PANKARA HAFAJA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,2,NO,NO,0,0,61,27,5,YES,1,302,185,10,3,620000,3601000
Chattogram,Cumilla,PANKARA HAFAJA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,2,NO,NO,0,0,61,27,5,YES,1,302,185,10,3,620000,3601000
Dhaka,Dhaka,CHAPAIN NEW MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,No,YES,YES,2,0,NO,YES,0,0,259,239,9,YES,0,"1,292",578,11,2,900000,3960000
Chattogram,Cumilla,HARIPUR AGANGAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,1,NO,YES,0,0,74,71,5,YES,3,694,297,11,3,560000,3960500
Chattogram,Cumilla,DEBIDWAR REAZ UDDIN PILOT GOVT. MODEL HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,7,0,NO,YES,5,20,393,337,28,YES,5,"1,669",344,37,7,2800000,13320000
Dhaka,Dhaka,ADARSHA BALIKA  UCHCHA  BIDDALYA,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,10,NO,YES,0,0,91,85,5,NO,4,524,524,9,3,1100000,3245000
Dhaka,Dhaka,MUNSHINAGAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,13,NO,YES,3,13,51,48,10,YES,1,434,260,8,2,1780000,2886500
Dhaka,Dhaka,MUNSHINAGAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,13,NO,YES,3,13,51,48,10,YES,1,434,260,8,2,1780000,2886500
Chattogram,Cumilla,BURICHANG KALI NARAYAN GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,7,NO,YES,4,5,88,83,11,YES,0,648,648,19,10,1520000,6843500
Chattogram,Cumilla,BURICHANG KALI NARAYAN GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,7,NO,YES,4,5,88,83,11,YES,0,648,648,19,10,1520000,6843500
Dhaka,Dhaka,BAGANBARI  ADARSHA  HIGH  SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,NO,Yes,YES,YES,1,0,NO,YES,6,11,29,22,9,YES,18,274,165,13,6,900000,4680000
Dhaka,Dhaka,BAGANBARI  ADARSHA  HIGH  SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,NO,Yes,YES,YES,1,0,NO,YES,6,11,29,22,9,YES,18,274,165,13,6,900000,4680000
Chattogram,Cumilla,JOUR PUKURIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,3,NO,YES,2,0,83,67,5,NO,1,693,479,10,3,680000,3601500
Chattogram,Cumilla,JOUR PUKURIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,3,NO,YES,2,0,83,67,5,NO,1,693,479,10,3,680000,3601500
Chattogram,Cumilla,MORICHA KANDA ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,No,YES,NO,2,1,NO,YES,0,0,98,74,11,NO,2,535,318,14,2,1160000,5040500
Chattogram,Cumilla,MORICHA KANDA ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,No,YES,NO,2,1,NO,YES,0,0,98,74,11,NO,2,535,318,14,2,1160000,5040500
Dhaka,Dhaka,BANANI MODEL SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,YES,4,11,81,73,19,YES,8,650,246,10,3,1960000,3600500
Dhaka,Dhaka,HARE KRISHNA KUSUMKALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,1,18,YES,YES,3,11,74,74,18,NO,4,902,460,14,3,2880000,5049000
Dhaka,Dhaka,HARE KRISHNA KUSUMKALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,1,18,YES,YES,3,11,74,74,18,NO,4,902,460,14,3,2880000,5049000
Chattogram,Cumilla,AMANGONDA MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,97,68,5,NO,1,406,246,8,0,500000,2880000
Dhaka,Dhaka,BANGABANDHU BIDYANIKETAN,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,4,5,YES,YES,3,11,102,92,16,YES,2,913,437,30,14,1900000,10802500
Dhaka,Dhaka,BANGABANDHU BIDYANIKETAN,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,4,5,YES,YES,3,11,102,92,16,YES,2,913,437,30,14,1900000,10802500
Dhaka,Dhaka,MURADPUR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,0,YES,YES,12,13,233,157,26,YES,2,"1,908","1,044",41,25,2600000,14760000
Dhaka,Dhaka,MURADPUR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,0,YES,YES,12,13,233,157,26,YES,2,"1,908","1,044",41,25,2600000,14760000
Dhaka,Dhaka,SHAHJAHANPUR RAILWAY GOVT  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,34,YES,YES,1,32,164,130,28,YES,0,980,520,27,13,4840000,9737000
Dhaka,Dhaka,GOVT. SCHOOL FOR DEAF & HEARING IMPAIRED,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,2,YES,YES,1,6,14,14,20,YES,10,266,98,14,5,2120000,5041000
Dhaka,Dhaka,GOVT. SCHOOL FOR DEAF & HEARING IMPAIRED,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,2,YES,YES,1,6,14,14,20,YES,10,266,98,14,5,2120000,5041000
Chattogram,Cumilla,SREEFOLIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,1,0,52,51,9,YES,2,390,255,9,1,900000,3240000
Dhaka,Dhaka,SHAHEED NABI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,3,YES,YES,4,28,78,73,12,YES,3,466,262,26,9,1380000,9361500
Chattogram,Cumilla,HESAKHAL BAZAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,2,18,199,178,9,YES,0,"1,049",541,11,2,1020000,3961000
Dhaka,Dhaka,ZIRABO HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,0,116,102,8,NO,1,578,277,15,3,920000,5401000
Dhaka,Dhaka,ZIRABO HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,0,116,102,8,NO,1,578,277,15,3,920000,5401000
Dhaka,Dhaka,BARIDHARA SCHOLARS' INSTITUTION   ,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,24,9,YES,YES,4,21,38,37,15,YES,1,"1,349",544,88,34,2040000,31684500
Dhaka,Dhaka,NAYARHAT GONO BIDDAPITH,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,2,YES,YES,0,0,212,161,15,YES,3,848,442,23,6,1620000,8281000
Chattogram,Cumilla,SUNDAL PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,0,0,NO,NO,0,0,241,171,5,NO,0,"1,145",569,12,3,500000,4320000
Chattogram,Cumilla,SUNDAL PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,0,0,NO,NO,0,0,241,171,5,NO,0,"1,145",569,12,3,500000,4320000
Chattogram,Cumilla,SYEDPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,4,YES,YES,1,0,100,92,10,YES,2,764,416,13,4,1240000,4682000
Dhaka,Dhaka,SAVAR CANTONMENT BOARD GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,NO, RURAL,PLAIN LAND,YES,Yes,YES,NO,9,4,YES,YES,4,14,158,158,25,YES,2,"1,971","1,971",43,17,2740000,15482000
Dhaka,Dhaka,SAVAR CANTONMENT BOARD GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,NO, RURAL,PLAIN LAND,YES,Yes,YES,NO,9,4,YES,YES,4,14,158,158,25,YES,2,"1,971","1,971",43,17,2740000,15482000
Dhaka,Dhaka, WADUDUR RAHMAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,4,YES,YES,0,0,295,197,20,YES,4,"1,159",520,15,2,2240000,5402000
Dhaka,Dhaka, WADUDUR RAHMAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,4,YES,YES,0,0,295,197,20,YES,4,"1,159",520,15,2,2240000,5402000
Dhaka,Dhaka,B C S I R HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,INDUSTRIAL AREA,YES,Yes,YES,NO,20,22,YES,YES,2,20,208,192,13,YES,3,"1,347",470,29,15,2620000,10451000
Dhaka,Dhaka,BANGLADESH BANK ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,20,YES,YES,6,20,336,318,32,YES,1,"3,353","1,696",64,30,4400000,23050000
Chattogram,Cumilla,BAGRA MADHYAMIK BIDYALAYA,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,0,7,NO,YES,3,9,88,64,6,NO,2,666,313,12,3,1020000,4323500
Dhaka,Dhaka,HAMMADIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,3,YES,YES,3,2,125,105,5,NO,0,798,181,3,1,680000,1081500
Dhaka,Dhaka,KAMAL AHMED MAJUMDAR SCHOOL AND COLLEGE,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,6,12,80,68,30,YES,3,586,305,25,10,3120000,9001000
Dhaka,Dhaka,KAMAL AHMED MAJUMDAR SCHOOL AND COLLEGE,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,6,12,80,68,30,YES,3,586,305,25,10,3120000,9001000
Chattogram,Cumilla,CHANDPUR MODEL TECHNICAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,1,152,108,8,NO,2,653,374,10,2,800000,3600000
Chattogram,Cumilla,GOVT. DAULAT HOSSAIN MULTILATERAL HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,3,0,NO,YES,1,38,201,161,15,NO,0,"1,013",536,12,2,1500000,4320000
Chattogram,Cumilla,PAYERKHOLA R.M.B.R. GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,1,17,NO,YES,1,17,32,32,5,YES,1,208,208,5,1,1520000,1808500
Chattogram,Cumilla,ALAHABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,YES,2,2,NO,YES,0,0,131,83,8,NO,3,685,369,15,4,920000,5401000
Chattogram,Cumilla,KALI BAZAR SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,3,NO,NO,3,0,97,78,14,YES,3,608,334,14,3,1580000,5041500
Dhaka,Dhaka,B.B.M. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,2,0,323,240,12,NO,0,475,232,31,16,1320000,11161000
Chattogram,Cumilla,CHOWBBASH JAHANARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,0,NO,YES,1,0,116,77,5,,0,152,54,7,2,500000,2520000
Dhaka,Dhaka,SHEIKH JAMAL GOVT. SECONDARY SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,18,2,NO,YES,1,32,52,52,6,YES,0,625,294,18,6,720000,6481000
Dhaka,Dhaka,UDDIPAN BIDYALAY,1,NON-GOVT.,School,GOVT.PRIMARY,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,0,0,NO,YES,5,1,69,58,11,NO,0,117,50,17,16,1100000,6120000
Dhaka,Dhaka,ANANDOMYEE GIRL'S HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,7,24,NO,YES,2,25,241,221,40,YES,0,"2,535",,28,21,5440000,10092000
Dhaka,Dhaka,DUMNI  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,YES,2,14,YES,YES,3,14,142,92,12,YES,0,405,214,12,4,2040000,4327000
Chattogram,Cumilla,JOY MANGALPUR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,4,NO,YES,6,17,39,37,10,NO,2,433,282,13,3,1240000,4682000
Dhaka,Dhaka,CHUNKUTIA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,3,YES,YES,4,12,476,415,59,YES,4,"2,980","2,980",25,13,6080000,9001500
Chattogram,Cumilla,SHANGISHWOR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,2,NO,YES,3,0,72,66,1,YES,4,413,238,11,1,220000,3961000
Chattogram,Cumilla,BATISA SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,4,YES,YES,0,0,112,65,8,YES,3,502,,9,0,1040000,3242000
Chattogram,Cumilla,BATISA SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,4,YES,YES,0,0,112,65,8,YES,3,502,,9,0,1040000,3242000
